Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-0069,Region VIII,35,11,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0070,Region VIII,39,5,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-0071,NCR,36,9,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0072,Region VII,56,21,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-0073,BARMM,34,5,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-0074,Region VIII,36,6,BS Science,Biology,General Science,Level 1,High
2026-STAR-0075,Region VII,33,13,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0076,Region IV-A,26,17,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0077,NCR,51,17,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0078,Region IV-A,33,34,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0079,Region III,38,6,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0080,Region IV-A,26,19,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0081,Region I,51,17,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0082,Region I,52,7,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0083,Region VIII,44,3,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-0084,Region I,36,14,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0085,Region VIII,41,6,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0086,Region VIII,39,11,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0087,Region I,47,20,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0088,BARMM,37,3,Master of Arts in Ed,Physics,Physics,Level 1,Low
2026-STAR-0089,Region VII,32,23,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0090,Region III,55,5,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0091,Region VII,26,7,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0092,Region I,32,18,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0093,Region IV-A,46,26,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0094,NCR,28,5,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0095,Region IV-A,43,17,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0096,Region I,57,31,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0097,Region I,25,25,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0098,BARMM,41,7,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-0099,BARMM,37,8,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0100,BARMM,30,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0101,Region IV-A,54,29,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-0102,Region III,35,32,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0103,Region VIII,26,11,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-0104,NCR,42,5,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0105,Region VII,39,22,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0106,Region VII,26,15,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0107,BARMM,43,1,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-0108,Region VIII,24,6,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-0109,NCR,35,14,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0110,Region IV-A,44,28,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0111,NCR,48,15,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0112,Region I,39,5,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0113,Region I,34,30,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0114,Region VIII,30,1,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-0115,Region III,56,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0116,NCR,57,25,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0117,NCR,57,26,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0118,Region IV-A,52,33,BS Science,General Science,General Science,Level 3,Low
2026-STAR-0119,BARMM,41,9,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0120,Region III,34,31,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0121,BARMM,38,11,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0122,NCR,35,29,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0123,Region IV-A,44,25,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0124,Region VII,57,19,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0125,Region VII,35,6,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0126,Region VII,57,25,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0127,Region VIII,30,8,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-0128,BARMM,30,8,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0129,Region VIII,34,4,PhD STEM,Physics,Physics,Level 1,Low
2026-STAR-0130,Region I,53,5,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0131,Region VIII,39,7,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-0132,Region VII,58,17,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0133,Region IV-A,54,12,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0134,Region IV-A,33,34,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-0135,NCR,26,22,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0136,Region VIII,38,3,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-0137,Region I,32,10,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0138,Region I,32,27,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0139,BARMM,31,1,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-0140,Region IV-A,48,30,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-0141,Region VII,28,33,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-0142,NCR,29,13,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0143,Region III,36,12,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0144,Region IV-A,58,22,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0145,Region VII,52,11,BS Science,Physics,General Science,Level 1,High
2026-STAR-0146,Region VIII,22,1,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-0147,BARMM,27,8,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0148,Region VII,54,10,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0149,Region III,42,29,BS Science,Biology,Physics,Level 1,High
2026-STAR-0150,Region VIII,28,8,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0151,Region I,32,33,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0152,Region I,36,32,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0153,Region VII,32,28,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-0154,Region VIII,26,7,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-0155,Region VII,36,33,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0156,BARMM,40,3,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-0157,BARMM,22,5,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-0158,Region I,34,18,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0159,Region VIII,43,1,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-0160,NCR,31,13,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0161,Region VIII,23,7,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-0162,Region I,36,16,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0163,Region VIII,27,2,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-0164,BARMM,35,4,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-0165,BARMM,30,6,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0166,Region VIII,37,2,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-0167,Region III,31,33,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0168,Region IV-A,54,18,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0169,Region VIII,41,3,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-0170,Region IV-A,25,30,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0171,Region IV-A,29,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0172,Region VII,42,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0173,Region VII,57,30,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0174,BARMM,23,10,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0175,Region III,33,15,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0176,Region I,42,13,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-0177,Region VII,33,7,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0178,NCR,56,14,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0179,Region VII,36,29,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-0180,Region IV-A,48,15,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-0181,Region IV-A,35,7,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-0182,NCR,28,12,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0183,Region III,59,17,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0184,Region I,49,27,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0185,Region IV-A,51,30,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-0186,NCR,53,19,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-0187,Region III,47,34,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0188,Region VIII,36,9,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-0189,Region III,39,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0190,Region VII,44,21,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0191,Region IV-A,37,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0192,Region VII,27,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0193,Region IV-A,28,28,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0194,Region I,26,12,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0195,BARMM,31,6,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-0196,Region III,32,19,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0197,Region III,44,6,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0198,NCR,56,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0199,Region VII,45,18,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0200,NCR,25,24,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0201,Region IV-A,40,22,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-0202,Region VII,54,28,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0203,Region IV-A,36,14,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0204,Region VIII,27,2,Bachelor of Secondary Education,General Science,General Science,Level 1,Low
2026-STAR-0205,Region VII,55,24,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0206,NCR,27,18,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0207,Region III,44,9,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-0208,Region VIII,43,10,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-0209,Region VIII,43,1,PhD STEM,General Science,General Science,Level 1,Low
2026-STAR-0210,BARMM,40,5,BS Science,Biology,Biology,Level 2,Low
2026-STAR-0211,Region IV-A,43,31,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0212,Region VII,51,31,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-0213,Region IV-A,52,22,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0214,Region VIII,41,3,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-0215,Region VIII,31,2,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-0216,Region VIII,37,11,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-0217,Region I,51,13,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0218,Region III,38,25,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0219,Region VIII,39,8,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-0220,Region VIII,35,11,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0221,BARMM,31,1,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-0222,NCR,40,9,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-0223,Region VIII,26,11,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-0224,Region VIII,27,7,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-0225,Region IV-A,26,21,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-0226,NCR,42,9,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0227,BARMM,43,7,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0228,Region VIII,37,5,PhD STEM,Chemistry,General Science,Level 1,High
2026-STAR-0229,NCR,44,27,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0230,Region III,56,24,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0231,BARMM,23,8,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-0232,BARMM,25,7,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0233,Region VII,56,6,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-0234,Region VIII,27,10,BS Science,General Science,Mathematics,Level 1,High
2026-STAR-0235,Region VII,52,11,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0236,BARMM,41,2,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-0237,Region VII,54,23,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-0238,NCR,35,33,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-0239,Region IV-A,45,34,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0240,Region VII,50,32,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0241,Region III,51,15,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-0242,Region VII,40,28,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0243,Region VIII,43,3,BS Science,General Science,General Science,Level 1,Low
2026-STAR-0244,BARMM,22,8,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-0245,Region VIII,41,11,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0246,Region VII,42,25,BS Science,Biology,General Science,Level 1,High
2026-STAR-0247,Region III,49,21,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0248,Region IV-A,54,22,BS Science,General Science,General Science,Level 2,Low
2026-STAR-0249,Region VII,49,23,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0250,BARMM,39,1,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-0251,Region I,34,28,BS Science,Physics,Physics,Level 2,Low
2026-STAR-0252,Region III,48,26,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-0253,Region III,43,13,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0254,Region III,31,25,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0255,Region III,38,10,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0256,Region VII,47,14,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0257,Region I,42,17,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0258,Region VIII,43,8,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0259,BARMM,32,11,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0260,NCR,56,9,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0261,Region III,53,17,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-0262,Region III,33,8,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-0263,Region IV-A,40,24,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-0264,Region IV-A,35,16,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-0265,Region VIII,28,1,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-0266,BARMM,33,11,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0267,BARMM,37,1,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-0268,Region IV-A,38,34,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-0269,BARMM,43,4,BS Science,Physics,Physics,Level 1,Low
2026-STAR-0270,NCR,44,21,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0271,Region VII,31,25,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0272,Region I,31,18,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0273,Region III,51,19,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0274,Region III,27,11,BS Science,Physics,Physics,Level 3,Low
2026-STAR-0275,NCR,36,28,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-0276,Region VIII,37,10,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0277,Region I,35,5,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-0278,Region III,26,7,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0279,Region IV-A,27,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0280,NCR,40,8,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-0281,Region III,34,23,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0282,NCR,27,12,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-0283,NCR,37,24,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0284,NCR,50,33,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0285,NCR,54,7,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-0286,Region VIII,43,4,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-0287,Region VII,48,7,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-0288,Region VIII,23,8,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-0289,Region I,30,11,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-0290,BARMM,38,10,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-0291,NCR,50,8,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0292,Region I,41,21,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-0293,BARMM,34,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-0294,BARMM,36,11,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-0295,Region I,33,12,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-0296,BARMM,28,4,Master of Arts in Ed,Physics,Physics,Level 1,Low
2026-STAR-0297,NCR,56,34,BS Science,General Science,Mathematics,Level 1,High
2026-STAR-0298,Region IV-A,47,24,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-0299,NCR,51,26,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-0300,Region IV-A,30,17,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-0301,Region IV-A,34,24,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-0302,NCR,39,19,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-0303,Region III,38,10,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
